make,model,variant,action,field,new_value,source,source_last_updated,notes
Maruti Suzuki,Swift,ZXi Plus Petrol Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Swift,ZXi CNG Manual,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Swift,ZXi Plus Petrol Automatic Dual Tone,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
MG,Windsor EV,Excite,UPDATE_FIELD,ground_clearance_mm,186,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Petrol 1.2L Turbo 5 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus Petrol 1.2L Turbo 5 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus (S) Petrol 1.2L Turbo 5 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus (S) Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Smart Plus (S) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (S) Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (S) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (PS) Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (S) Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (PS) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus Diesel 1.5L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (S) Petrol 1.2L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Pure Plus (PS) Diesel 1.5L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (S) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Diesel 1.5L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (S) Diesel 1.5L Turbo Automatic (AMT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo 6 Speed Manual Red Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Creative Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) CNG 1.2L Turbo 6 Speed Manual Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo 6 Speed Manual Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT),UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus A (PS) Petrol 1.2L Turbo Automatic (DCT) Red Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dual Tone,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon,Fearless Plus (PS) Diesel 1.5L Turbo Automatic (AMT) Dark Edition,UPDATE_FIELD,ground_clearance_mm,208,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Fearless MR,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
MG,Windsor EV,Exclusive,UPDATE_FIELD,ground_clearance_mm,186,verified_user_ground_clearance,2026-06-24,explicit_verified_override
MG,Windsor EV,Essence,UPDATE_FIELD,ground_clearance_mm,186,verified_user_ground_clearance,2026-06-24,explicit_verified_override
MG,Windsor EV,Exclusive Pro,UPDATE_FIELD,ground_clearance_mm,186,verified_user_ground_clearance,2026-06-24,explicit_verified_override
MG,Windsor EV,Essence Pro,UPDATE_FIELD,ground_clearance_mm,186,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Creative+ MR,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Creative 45,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Fearless 45,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Empowered 45,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Empowered+ A 45,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Empowered+ A 45 Dark,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Tata,Nexon EV,Empowered+ A 45 Red Dark,UPDATE_FIELD,ground_clearance_mm,205,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,LXi MT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,LXi CNG,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,VXi MT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,VXi CNG,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,ZXi MT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,VXi AT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,ZXi CNG,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,ZXi+ MT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,ZXi AT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Brezza,ZXi+ AT,UPDATE_FIELD,ground_clearance_mm,198,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX2 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX2 1.0 Turbo Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX4 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5 1.0 Turbo Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX2 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5+ 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX6 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX6T 1.2 Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5 1.0 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX5 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX8 1.0 Turbo Petrol MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX6 1.0 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX7 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX8 1.0 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX8 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX10 1.0 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Hyundai,Venue,HX10 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,195,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE(O) 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE(O) 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX(A) 1.5 Petrol MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX(A) 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX(A) 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line(A) 1.5 Petrol IVT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE(O) 1.5 Turbo Petrol iMT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK 1.5 Turbo Petrol iMT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Turbo Petrol iMT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX(A) 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX(A) 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line(A) 1.5 Turbo Petrol DCT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE(O) 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTE(O) 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTK(O) 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX(A) 1.5 Diesel MT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,HTX(A) 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,GTX(A) 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Kia,Seltos,X-Line(A) 1.5 Diesel AT,UPDATE_FIELD,ground_clearance_mm,190,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,LXi MT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,VXi MT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,VXi CNG,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,ZXi MT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,VXi AT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,ZXi+ MT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,ZXi CNG,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,ZXi AT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Ertiga,ZXi+ AT,UPDATE_FIELD,ground_clearance_mm,185,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Zeta MT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Zeta CNG,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Alpha MT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Zeta AT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Alpha+ MT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Alpha AT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,XL6,Alpha+ AT,UPDATE_FIELD,ground_clearance_mm,180,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,LXi MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,VXi MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,LXi CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,ZXi MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,VXi AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,ZXi AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,VXi CNG,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,ZXi+ MT,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,ZXi+ AGS,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,WagonR,ZXi+ MT Flex Fuel,UPDATE_FIELD,ground_clearance_mm,170,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,LXi MT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,VXi MT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,VXi AMT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,VXi CNG,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,ZXi MT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,ZXi AMT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
Maruti Suzuki,Dzire,ZXi+ MT,UPDATE_FIELD,ground_clearance_mm,163,verified_user_ground_clearance,2026-06-24,explicit_verified_override
